RP23-100C5.1	ETG51792	Ptpra	Ppp2r1a	Rptpalpha|Ptpa|PTPalpha|RPTRalpha|Rptra	6330556D22Rik|PP2A|PR65	Affinity Capture-Western	Fellner T (2003)	12952889	10090	10090
ETG59004	ETG19697	Pias4	Rela	PIASY|Pias-gamma|Piasg	p65	Affinity Capture-Western	Liu Y (2010)	20054338	10090	10090
ETG14088	ETG14870	Fancc	Gstp1	Facc|BB116513	GstpiB	Affinity Capture-Western	Cumming RC (2001)	11433346	10090	10090
ETG14870	ETG14088	Gstp1	Fancc	GstpiB	Facc|BB116513	Affinity Capture-Western	Cumming RC (2001)	11433346	10090	10090
ETG14088	ETG14870	Fancc	Gstp1	Facc|BB116513	GstpiB	Affinity Capture-MS	Cumming RC (2001)	11433346	10090	10090
ETG16924	ETG12737	Lnx1	Cldn1	Lnx	AI596271	Affinity Capture-Western	Takahashi S (2009)	19295125	10090	10090
RP23-273F8.1	ETG50873	Ambra1	Park2	AA474864|2310079H06Rik|AV021921|A130023A14|mKIAA1736|D030051N19Rik	PRKN	Affinity Capture-Western	Van Humbeeck C (2011)	21753002	10090	10090
ETG50873	RP23-273F8.1	Park2	Ambra1	PRKN	AA474864|2310079H06Rik|AV021921|A130023A14|mKIAA1736|D030051N19Rik	Affinity Capture-Western	Van Humbeeck C (2011)	21753002	10090	10090
RP23-468K2.1	ETG59004	Trim32	Pias4	3f3|BBS11|1810045E12Rik|Zfp117	PIASY|Pias-gamma|Piasg	Two-hybrid	Albor A (2006)	16816390	10090	10090
RP23-468K2.1	ETG56469	Trim32	Pias1	3f3|BBS11|1810045E12Rik|Zfp117	2900068C24Rik|GBP|Ddxbp1	Two-hybrid	Albor A (2006)	16816390	10090	10090
RP23-468K2.1	ETG17344	Trim32	Pias2	3f3|BBS11|1810045E12Rik|Zfp117	ARIP3|PIASxalpha|PIASxb|AI462206|Dib|PIASxbeta|6330408K17Rik|AU018068|Miz1|SIZ2	Two-hybrid	Albor A (2006)	16816390	10090	10090
RP23-56I20.1	ETG59004	Trp53	Pias4	bbl|bfy|p53|bhy|p44|Tp53	PIASY|Pias-gamma|Piasg	Two-hybrid	Albor A (2006)	16816390	10090	10090
RP23-56I20.1	ETG56469	Trp53	Pias1	bbl|bfy|p53|bhy|p44|Tp53	2900068C24Rik|GBP|Ddxbp1	Two-hybrid	Albor A (2006)	16816390	10090	10090
RP23-56I20.1	ETG17344	Trp53	Pias2	bbl|bfy|p53|bhy|p44|Tp53	ARIP3|PIASxalpha|PIASxb|AI462206|Dib|PIASxbeta|6330408K17Rik|AU018068|Miz1|SIZ2	Two-hybrid	Albor A (2006)	16816390	10090	10090
RP23-468K2.1	ETG59004	Trim32	Pias4	3f3|BBS11|1810045E12Rik|Zfp117	PIASY|Pias-gamma|Piasg	Affinity Capture-Western	Albor A (2006)	16816390	10090	10090
RP23-468K2.1	ETG59004	Trim32	Pias4	3f3|BBS11|1810045E12Rik|Zfp117	PIASY|Pias-gamma|Piasg	Co-localization	Albor A (2006)	16816390	10090	10090
ETG24064	ETG20439	Spry2	Siah2	sprouty2	Sinh2|AA415433	Affinity Capture-Western	Nadeau RJ (2007)	16888801	10090	10090
ETG24063	ETG20439	Spry1	Siah2	sprouty1	Sinh2|AA415433	Affinity Capture-Western	Nadeau RJ (2007)	16888801	10090	10090
ETG24066	ETG20439	Spry4	Siah2	A030006O18Rik|sprouty4	Sinh2|AA415433	Affinity Capture-Western	Nadeau RJ (2007)	16888801	10090	10090
ETG328572	ETG22724	Ep300	Zbtb7b	p300 HAT|p300|A730011L11|KAT3B|A430090G16	c-Krox|Thpok|Zfp67	Affinity Capture-Western	Zhang M (2010)	20810990	10090	10090
RP23-464C2.1	ETG22190	Traf2	Ubc	AI325259	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Zhang J (2006)	17053834	10090	10090
ETG19766	ETG22190	Ripk1	Ubc	D330015H01Rik|Rinp|RIP|Rip1	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Zhang J (2006)	17053834	10090	10090
ETG22190	ETG19166	Ubc	Psma2	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Lmpc3	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	ETG26443	Ubc	Psma6	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	IOTA	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	RP23-23G3.6	Ubc	Psma7	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	C6-I	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	RP23-120H2.2	Ubc	Psmb2	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	HC7-I|C7-I|D4Wsu33e|AW108089|AU045357	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	RP23-94N18.8	Ubc	Psmb3	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	AL033320|C10-II	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	ETG19172	Ubc	Psmb4	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Pros-27	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	ETG19173	Ubc	Psmb5	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	N/A	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG22190	ETG15507	Ubc	Hspb1	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Hsp25|27kDa	Affinity Capture-MS	Ventadour S (2007)	17189251	10090	10090
ETG50873	ETG18693	Park2	Pick1	PRKN	Prkcabp	Affinity Capture-Western	Joch M (2007)	17553932	10090	10090
ETG50873	RP23-278L4.1	Park2	Cask	PRKN	Pals3|mLin-2|DXPri1|LIN-2|DXRib1	Affinity Capture-Western	Joch M (2007)	17553932	10090	10090
ETG17999	RP23-119N24.1	Nedd4	Grb10	E430025J12Rik|Nedd4-1|Nedd4a|AU019897|AA959633|mKIAA0093|AL023035	mKIAA0207|AI325020|Meg1|5730571D09Rik	Reconstituted Complex	Huang Q (2010)	20980250	10090	10090
ETG17999	RP23-119N24.1	Nedd4	Grb10	E430025J12Rik|Nedd4-1|Nedd4a|AU019897|AA959633|mKIAA0093|AL023035	mKIAA0207|AI325020|Meg1|5730571D09Rik	Co-crystal Structure	Huang Q (2010)	20980250	10090	10090
ETG16001	RP23-119N24.1	Igf1r	Grb10	hyft|A330103N21Rik|IGF-1R|CD221|D930020L01	mKIAA0207|AI325020|Meg1|5730571D09Rik	Co-crystal Structure	Huang Q (2010)	20980250	10090	10090
ETG433766	ETG109272	Trim63	Mybpc1	MuRF1|RF1|Rnf28	8030451F13Rik	Biochemical Activity	Cohen S (2009)	19506036	10090	10090
ETG108723	ETG22190	Card11	Ubc	CARMA1|2410011D02Rik|BIMP3|0610008L17Rik	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Moreno-Garcia ME (2010)	20008554	10090	10090
RP23-172M21.9	ETG22190	Dlg4	Ubc	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Moreno-Garcia ME (2010)	20008554	10090	10090
ETG13383	ETG22190	Dlg1	Ubc	B130052P05Rik|Dlgh1|E-dlg/SAP97|mKIAA4187|SAP-97|SAP97	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Moreno-Garcia ME (2010)	20008554	10090	10090
ETG56424	ETG11820	Stub1	App	AW046544|2210017D18Rik|0610033N24Rik|Chip|2310040B03Rik	Adap|E030013M08Rik|Abpp|Ag|betaAPP|Abeta|Cvap	Affinity Capture-Western	Kumar P (2007)	17317785	10090	10090
ETG11820	ETG56424	App	Stub1	Adap|E030013M08Rik|Abpp|Ag|betaAPP|Abeta|Cvap	AW046544|2210017D18Rik|0610033N24Rik|Chip|2310040B03Rik	Affinity Capture-Western	Kumar P (2007)	17317785	10090	10090
ETG22190	ETG11820	Ubc	App	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Adap|E030013M08Rik|Abpp|Ag|betaAPP|Abeta|Cvap	Affinity Capture-Western	Kumar P (2007)	17317785	10090	10090
ETG11820	ETG22190	App	Ubc	Adap|E030013M08Rik|Abpp|Ag|betaAPP|Abeta|Cvap	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Kumar P (2007)	17317785	10090	10090
ETG20846	ETG22190	Stat1	Ubc	AA408197|2010005J02Rik	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Yoshida K (2009)	19230833	10090	10090
RP23-295E4.1	ETG22190	Egfr	Ubc	Wa5|AI552599|9030024J15Rik|Erbb|wa-2|wa2|Errp	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Vivanco I (2010)	20308550	10090	10090
RP23-331P21.5	ETG22190	Tardbp	Ubc	C85084|Tdp43|TDP-43|1190002A23Rik	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	van Eersel J (2011)	21829535	10090	10090
ETG19697	ETG22190	Rela	Ubc	p65	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Geng H (2009)	19270718	10090	10090
ETG22190	ETG19697	Ubc	Rela	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	p65	Affinity Capture-Western	Geng H (2009)	19270718	10090	10090
ETG11545	ETG22190	Parp1	Ubc	AI893648|parp-1|C80510|Adprp|sPARP-1|5830444G22Rik|PARP|PPOL|Adprt1	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Wang T (2008)	18041763	10090	10090
ETG11545	ETG22190	Parp1	Ubc	AI893648|parp-1|C80510|Adprp|sPARP-1|5830444G22Rik|PARP|PPOL|Adprt1	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Reconstituted Complex	Wang T (2008)	18041763	10090	10090
RP23-422L16.22-001	ETG56085	Spem1	Ubqln1	RP23-422L16.22|1700095G12Rik	DA41|C77538|XDRP1|Plic1|1810030E05Rik|Dsk2|AU019746|D13Ertd372e|1110046H03Rik|Plic-1	Affinity Capture-Western	Bao J (2010)	20558241	10090	10090
RP23-422L16.22-001	ETG56085	Spem1	Ubqln1	RP23-422L16.22|1700095G12Rik	DA41|C77538|XDRP1|Plic1|1810030E05Rik|Dsk2|AU019746|D13Ertd372e|1110046H03Rik|Plic-1	Two-hybrid	Bao J (2010)	20558241	10090	10090
RP23-319B15.3	ETG74256	Sqstm1	Cyld	p62|STAP|Osi|OSF-6|A170	2900009M21Rik|mKIAA0849|CDMT|C130039D01Rik|CYLD1|EAC|2010013M14Rik	Affinity Capture-Western	Sundaram K (2011)	21878516	10090	10090
ETG15194	ETG14056	Htt	Ezh2	C430023I11Rik|AI256365|Hdh|IT15|HD	Enx1h|KMT6|Enx-1|mKIAA4065	Affinity Capture-Western	Seong IS (2010)	19933700	10090	10090
ETG15194	RP23-253E9.4	Htt	Suz12	C430023I11Rik|AI256365|Hdh|IT15|HD	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	Affinity Capture-Western	Seong IS (2010)	19933700	10090	10090
ETG20186	ETG93759	Nr1h4	Sirt1	HRR1|Rxrip14|RIP14|Fxr|AI957360	SIR2L1|Sir2|AA673258|Sir2a|Sir2alpha	Affinity Capture-Western	Kemper JK (2009)	19883617	10090	10090
RP23-413I12.1	ETG20186	Rxra	Nr1h4	RXRalpha1|9530071D11Rik|Nr2b1	HRR1|Rxrip14|RIP14|Fxr|AI957360	Affinity Capture-Western	Kemper JK (2009)	19883617	10090	10090
ETG328572	ETG20186	Ep300	Nr1h4	p300 HAT|p300|A730011L11|KAT3B|A430090G16	HRR1|Rxrip14|RIP14|Fxr|AI957360	Affinity Capture-Western	Kemper JK (2009)	19883617	10090	10090
ETG20186	ETG328572	Nr1h4	Ep300	HRR1|Rxrip14|RIP14|Fxr|AI957360	p300 HAT|p300|A730011L11|KAT3B|A430090G16	Affinity Capture-Western	Kemper JK (2009)	19883617	10090	10090
MNCb-0190	ETG17999	Usp2	Nedd4	B930035K21Rik|Ubp41	E430025J12Rik|Nedd4-1|Nedd4a|AU019897|AA959633|mKIAA0093|AL023035	Reconstituted Complex	Oberfeld B (2011)	21478478	10090	10090
RP23-172M21.9	ETG17246	Dlg4	Mdm2	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	1700007J15Rik|AA415488|Mdm-2	Affinity Capture-Western	Bianchetta MJ (2011)	21849563	10090	10090
RP23-172M21.9	RP23-381B19.6	Dlg4	Ap2b1	SAP90|SAP90A|PSD95|Dlgh4|PSD-95	1300012O03Rik|AI788979	Affinity Capture-Western	Bianchetta MJ (2011)	21849563	10090	10090
RP23-255N16.1	ETG20586	Smarce1	Smarca4	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	HP1-BP72|Brg1|SNF2beta|SW1/SNF	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
RP23-255N16.1	ETG211323	Smarce1	Nrg1	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	HRG|ARIA|GGFII|GGF|SMDF|NDF|D230005F13Rik|6030402G23Rik|HRGalpha|Hgl	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
ETG109825	ETG211323	Brm1	Nrg1	N/A	HRG|ARIA|GGFII|GGF|SMDF|NDF|D230005F13Rik|6030402G23Rik|HRGalpha|Hgl	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
ETG211323	RP23-255N16.1	Nrg1	Smarce1	HRG|ARIA|GGFII|GGF|SMDF|NDF|D230005F13Rik|6030402G23Rik|HRGalpha|Hgl	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
ETG109825	RP23-255N16.1	Brm1	Smarce1	N/A	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
ETG20586	RP23-255N16.1	Smarca4	Smarce1	HP1-BP72|Brg1|SNF2beta|SW1/SNF	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
RP23-255N16.1	ETG109825	Smarce1	Brm1	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	N/A	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
ETG211323	ETG109825	Nrg1	Brm1	HRG|ARIA|GGFII|GGF|SMDF|NDF|D230005F13Rik|6030402G23Rik|HRGalpha|Hgl	N/A	Affinity Capture-Western	Pirotte D (2010)	19781646	10090	10090
ETG12234	RP23-387C21.1	Btrc	Cdc25b	Beta-Trcp1|b-TrCP|Fbw1a|FWD1|HOS|mKIAA4123|beta-TrCP|Slimb	AI604853	Biochemical Activity	Uchida S (2011)	21807946	10090	10090
ETG18984	ETG14088	Por	Fancc	CYPOR|4933424M13Rik|CPR	Facc|BB116513	Affinity Capture-Western	Kruyt FA (1998)	9787138	10090	10090
ETG14088	ETG18984	Fancc	Por	Facc|BB116513	CYPOR|4933424M13Rik|CPR	Affinity Capture-Western	Kruyt FA (1998)	9787138	10090	10090
ETG14360	ETG22190	Fyn	Ubc	AI448320|AW552119	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Rao N (2002)	19966925	10090	10090
RP23-295E4.1	ETG22190	Egfr	Ubc	Wa5|AI552599|9030024J15Rik|Erbb|wa-2|wa2|Errp	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Rao N (2002)	19966925	10090	10090
ETG13876	ETG15511	Erg	Hspa1b	D030036I24Rik	Hsp70|Hsp70.1|Hsp70-1|hsp68	Affinity Capture-Western	Li P (2011)	21183741	10090	10090
ETG13876	ETG15481	Erg	Hspa8	D030036I24Rik	Hspa10|Hsp73|Hsc70|2410008N15Rik|Hsc71|Hsc73	Affinity Capture-Western	Li P (2011)	21183741	10090	10090
RP23-95M14.8	ETG22190	Abca1	Ubc	Abc1	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Mizuno T (2011)	21520210	10090	10090
ETG64704	RP24-318P17.1	Htra2	Birc3	Prss25|mnd2|AI481710|Omi	IAP2|Birc2|Api2|cIAP-1|cIAP1|RNF49|MIAP1|cIAP2|MIHC|IAP1|Api1|AW107670|MIAP2|MIHB|HIAP2|cIAP-2	Affinity Capture-Western	Yang QH (2003)	12815069	10090	10090
ETG64704	ETG12991	Htra2	Csn2	Prss25|mnd2|AI481710|Omi	Csnb	Affinity Capture-Western	Yang QH (2003)	12815069	10090	10090
RP23-59M10.1	RP23-405B8.1	Th1l	Ar	Th1|C77797|2410003I03Rik	AW320017|Tfm	Affinity Capture-Western	Yang Y (2010)	20069563	10090	10090
ETG22083	ETG22083	Ctr9	Ctr9	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG54624	Ctr9	Paf1	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	AA675045|5730511K23Rik	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	AC175246.2	Ctr9	Cdc73	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	8430414L16Rik|Hrpt2|C81219|C130030P16Rik|BC027756	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG235497	Ctr9	Leo1	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	Gm185	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG66317	Ctr9	Wdr61	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	2810418I05Rik|2700038L12Rik|REC14	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG18458	Ctr9	Pabpc1	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	PABP|Pabpl1|Pabp1|ePAB|PabpI	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG56505	Ctr9	Ruvbl1	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	Tip49a|2510009G06Rik|Pontin52	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG104383	Ctr9	Rcor2	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	AW122124|Rcor|1A13|CoREST|Rcor1	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	ETG20174	Ctr9	Ruvbl2	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	p47|mp47	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22083	RP23-153M14.2	Ctr9	Sfpq	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	PSF|1110004P21Rik|AU021830|2810416M14Rik|9030402K04Rik|Gm12940|REP1|5730453G22Rik|OTTMUSG00000009329|D4Ertd314e	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG235497	Leo1	Leo1	Gm185	Gm185	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG22083	Leo1	Ctr9	Gm185	AA409336|Tsbp|Sh2bp1|mKIAA0155|Tsp	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	AC175246.2	Leo1	Cdc73	Gm185	8430414L16Rik|Hrpt2|C81219|C130030P16Rik|BC027756	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG54624	Leo1	Paf1	Gm185	AA675045|5730511K23Rik	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG66317	Leo1	Wdr61	Gm185	2810418I05Rik|2700038L12Rik|REC14	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	RP23-161N17.12-001	Leo1	Tceb3	Gm185	110kDa|AA408125|Tceb3a	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG20020	Leo1	Polr2a	Gm185	220kDa|Rpo2-1|Rpb1	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	RP23-255N16.1	Leo1	Smarce1	Gm185	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG66420	Leo1	Polr2e	Gm185	XAP4|25kDa|RPB5|AW208866|2410021N14Rik	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG235497	ETG20174	Leo1	Ruvbl2	Gm185	p47|mp47	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22388	ETG66317	Wdr1	Wdr61	Aip1|D5Wsu185e|rede	2810418I05Rik|2700038L12Rik|REC14	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22388	AC175246.2	Wdr1	Cdc73	Aip1|D5Wsu185e|rede	8430414L16Rik|Hrpt2|C81219|C130030P16Rik|BC027756	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22388	ETG235497	Wdr1	Leo1	Aip1|D5Wsu185e|rede	Gm185	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22388	ETG107701	Wdr1	Sf3b4	Aip1|D5Wsu185e|rede	SF3b50|49kDa|SF3b49|Sap49	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22388	ETG20174	Wdr1	Ruvbl2	Aip1|D5Wsu185e|rede	p47|mp47	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG22388	ETG56505	Wdr1	Ruvbl1	Aip1|D5Wsu185e|rede	Tip49a|2510009G06Rik|Pontin52	Affinity Capture-MS	Ding L (2009)	19345177	10090	10090
ETG231201	RP23-56I20.1	AF366264	Trp53	SUSP4	bbl|bfy|p53|bhy|p44|Tp53	Affinity Capture-MS	Lee MH (2006)	17086174	10090	10090
ETG231201	ETG17246	AF366264	Mdm2	SUSP4	1700007J15Rik|AA415488|Mdm-2	Affinity Capture-MS	Lee MH (2006)	17086174	10090	10090
ETG231201	RP23-56I20.1	AF366264	Trp53	SUSP4	bbl|bfy|p53|bhy|p44|Tp53	Reconstituted Complex	Lee MH (2006)	17086174	10090	10090
ETG231201	ETG17246	AF366264	Mdm2	SUSP4	1700007J15Rik|AA415488|Mdm-2	Reconstituted Complex	Lee MH (2006)	17086174	10090	10090
ETG231201	RP23-56I20.1	AF366264	Trp53	SUSP4	bbl|bfy|p53|bhy|p44|Tp53	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
ETG231201	ETG17246	AF366264	Mdm2	SUSP4	1700007J15Rik|AA415488|Mdm-2	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
ETG231201	RP23-56I20.1	AF366264	Trp53	SUSP4	bbl|bfy|p53|bhy|p44|Tp53	Co-localization	Lee MH (2006)	17086174	10090	10090
ETG231201	ETG17246	AF366264	Mdm2	SUSP4	1700007J15Rik|AA415488|Mdm-2	Co-localization	Lee MH (2006)	17086174	10090	10090
ETG17246	ETG17246	Mdm2	Mdm2	1700007J15Rik|AA415488|Mdm-2	1700007J15Rik|AA415488|Mdm-2	Biochemical Activity	Lee MH (2006)	17086174	10090	10090
ETG17246	ETG231201	Mdm2	AF366264	1700007J15Rik|AA415488|Mdm-2	SUSP4	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
ETG17246	RP23-56I20.1	Mdm2	Trp53	1700007J15Rik|AA415488|Mdm-2	bbl|bfy|p53|bhy|p44|Tp53	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
ETG17246	ETG22190	Mdm2	Ubc	1700007J15Rik|AA415488|Mdm-2	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
ETG17246	ETG22218	Mdm2	Sumo1	1700007J15Rik|AA415488|Mdm-2	PIC1|Smt3C|SMT3H3|SMT3|GMP1|Ubl1|SUMO-1|SMTP3|SENTRIN	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
RP23-56I20.1	ETG22190	Trp53	Ubc	bbl|bfy|p53|bhy|p44|Tp53	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
RP23-56I20.1	ETG22218	Trp53	Sumo1	bbl|bfy|p53|bhy|p44|Tp53	PIC1|Smt3C|SMT3H3|SMT3|GMP1|Ubl1|SUMO-1|SMTP3|SENTRIN	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
RP23-56I20.1	ETG17246	Trp53	Mdm2	bbl|bfy|p53|bhy|p44|Tp53	1700007J15Rik|AA415488|Mdm-2	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
RP23-56I20.1	ETG231201	Trp53	AF366264	bbl|bfy|p53|bhy|p44|Tp53	SUSP4	Affinity Capture-Western	Lee MH (2006)	17086174	10090	10090
ETG12234	RP23-374O4.2	Btrc	Nfe2l2	Beta-Trcp1|b-TrCP|Fbw1a|FWD1|HOS|mKIAA4123|beta-TrCP|Slimb	Nrf2|AI194320	Biochemical Activity	Rada P (2011)	21245377	10090	10090
ETG56637	RP23-374O4.2	Gsk3b	Nfe2l2	GSK-3beta|8430431H08Rik|GSK3|GSK-3|7330414F15Rik|C86142	Nrf2|AI194320	Biochemical Activity	Rada P (2011)	21245377	10090	10090
ETG66894	ETG14836	Wwp2	Gsc	AW554328|AA690238|AIP2|1300010O06Rik	N/A	Biochemical Activity	Zou W (2011)	21170031	10090	10090
ETG20841	ETG18999	Zfp143	Pou5f1	Zfp80-rs1|Zfp79|KRAB14|AU015869|SBF|Znf143|Staf|D7Ertd805e|pHZ-1|AA959806	Otf-3|Oct3|Oct-3/4|Otf3|Oct3/4|Oct-3|Oct4|Otf-4|Oct-4|Otf3-rs7|Otf4|NF-A3|Otf3g	Affinity Capture-Western	Chen X (2008)	18687992	10090	10090
ETG18999	ETG20841	Pou5f1	Zfp143	Otf-3|Oct3|Oct-3/4|Otf3|Oct3/4|Oct-3|Oct4|Otf-4|Oct-4|Otf3-rs7|Otf4|NF-A3|Otf3g	Zfp80-rs1|Zfp79|KRAB14|AU015869|SBF|Znf143|Staf|D7Ertd805e|pHZ-1|AA959806	Affinity Capture-Western	Chen X (2008)	18687992	10090	10090
ETG20841	ETG18999	Zfp143	Pou5f1	Zfp80-rs1|Zfp79|KRAB14|AU015869|SBF|Znf143|Staf|D7Ertd805e|pHZ-1|AA959806	Otf-3|Oct3|Oct-3/4|Otf3|Oct3/4|Oct-3|Oct4|Otf-4|Oct-4|Otf3-rs7|Otf4|NF-A3|Otf3g	Co-localization	Chen X (2008)	18687992	10090	10090
RP23-56I20.1	ETG93759	Trp53	Sirt1	bbl|bfy|p53|bhy|p44|Tp53	SIR2L1|Sir2|AA673258|Sir2a|Sir2alpha	Affinity Capture-Western	Vorovich E (2009)	20157588	10090	10090
RP23-56I20.1	ETG20683	Trp53	Sp1	bbl|bfy|p53|bhy|p44|Tp53	Sp1-1|AA450830|1110003E12Rik|AI845540	Affinity Capture-Western	Vorovich E (2009)	20157588	10090	10090
ETG100035767	ETG22061	Abbp1	Trp63	N/A	p63|AI462811|Tp63|p73L|Trp53rp1|Ket|p51/p63	Affinity Capture-Western	Vorovich E (2009)	20157588	10090	10090
